"","aiddata_id","year","commitment_date","start_date","end_date","donor","donor_iso2","donor_iso3","umbrella","donor_project_id","crsid","financing_agency","donor_type","bi_multi","recipient","recipient_iso2","recipient_iso3","private_recipient","implementing_agency","channel_code","borrower","beneficiary","guarantor","other_involved_institutions","commitment_amount","commitment_amount_currency","commitment_amount_usd_nominal","commitment_amount_usd_constant","disbursement_amount","disbursement_amount_currency","disbursement_amount_usd_nominal","disbursement_amount_usd_constant","total_project_cost","total_project_cost_currency","total_project_cost_usd_nominal","total_project_cost_usd_constant","title","short_description","short_description_original_language","long_description","long_description_original_language","additional_info","additional_info_original_language","flow_type","crs_flow_name","number_repayments_per_year","repay_type","loan_term","grace_period","interest_rate","second_interest_rate","grant_element","cancelled","repay_date_first","repay_date_last","untied_amount_usd_nominal","partial_tied_amount_usd_nominal","tied_amount_usd_nominal","received_amount_usd_nominal","irtc_amount_usd_nominal","expert_commitment_amount_usd_nominal","expert_extended_amount_usd_nominal","export_credit_amount_usd_nominal","outstanding_amount_usd_nominal","arrears_principal_amount_usd_nominal","arrears_interest_amount_usd_nominal","future_ds_principal_amount_usd_nominal","future_ds_interest_amount_usd_nominal","region","location","source","language","biodiversity","climate","desertification","crs_purpose_code","crs_purpose_name","gender","trade","pdgg","ftc","sector_programme","sector","sector_code","associated_financing","initial_report","finance_t","environmental_impact_assessment","environment","investment_project","aiddata_purpose_code","aiddata_purpose_name","aiddata_activity_code","aiddata_activity_name","aiddata_feasibility_study","aiddata_technical_assistance","coalesced_purpose_code","coalesced_purpose_name","aiddata_is_conflict"
"11",6633747,1983,"","","","United States","US","USA","","","839513","AID","Bilateral",1,"Israel","IL","ISR","","",NA,"","","","",7.85e+08,"USD",7.85e+08,1493810000,NA,"USD",NA,NA,NA,"",NA,NA,"","CASH TRANSFER","","","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,NA,"","","",785,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","Middle East","","OECD CRS","English",NA,NA,NA,51010,"General budget support",NA,NA,NA,NA,NA,"VI.1. General Budget Support",510,NA,1,110,"",NA,"",NA,"","","","","",51010,"General budget support",""
"12",6632970,1983,"","","","United States","US","USA","","","831140","AID","Bilateral",1,"Turkey","TR","TUR","","",NA,"","","","",63500000,"USD",63500000,120837000,NA,"USD",NA,NA,NA,"",NA,NA,"","ESF CASH TRANSFER","","","","","","ODA Loans","ODA Loans",NA,NA,"","","",NA,NA,"","","",NA,63.5,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","Europe","","OECD CRS","English",NA,NA,NA,51010,"General budget support",NA,NA,NA,NA,NA,"VI.1. General Budget Support",510,NA,1,410,"",NA,"",NA,"","","","","",51010,"General budget support",""
"13",6630330,1983,"","","","United States","US","USA","","","831053","AID","Bilateral",1,"Turkey","TR","TUR","","",NA,"","","","",8.5e+07,"USD",8.5e+07,161751000,NA,"USD",NA,NA,NA,"",NA,NA,"","ESF CASH TRANSFER","","","","","","ODA Loans","ODA Loans",NA,NA,"","","",NA,NA,"","","",NA,85,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","Europe","","OECD CRS","English",NA,NA,NA,51010,"General budget support",NA,NA,NA,NA,NA,"VI.1. General Budget Support",510,NA,1,410,"",NA,"",NA,"","","","","",51010,"General budget support",""
"14",6925031,1984,"","","","United States","US","USA","","","849515","AID","Bilateral",1,"Israel","IL","ISR","","",NA,"","","","",9.1e+08,"USD",9.1e+08,1668980000,NA,"USD",NA,NA,NA,"",NA,NA,"","CASH TRANSFER","","","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,NA,"","","",910,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","Middle East","","OECD CRS","English",NA,NA,NA,51010,"General budget support",NA,NA,NA,NA,NA,"VI.1. General Budget Support",510,NA,1,110,"",NA,"",NA,"","","","","",51010,"General budget support",""
"15",6925062,1984,"","","","United States","US","USA","","","849516","AID","Bilateral",1,"Egypt","EG","EGY","","",NA,"","","","",101894000,"USD",101894000,186878000,NA,"USD",NA,NA,NA,"",NA,NA,"","CASH TRANSFER","","","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,NA,"","","",101.894,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","North of Sahara","","OECD CRS","English",NA,NA,NA,51010,"General budget support",NA,NA,NA,NA,NA,"VI.1. General Budget Support",510,NA,1,110,"",NA,"",NA,"","","","","",51010,"General budget support",""
"16",7096642,1985,"","","","United States","US","USA","","","859195","AID","Bilateral",1,"Egypt","EG","EGY","","",NA,"","","","",1e+08,"USD",1e+08,178016000,NA,"USD",NA,NA,NA,"",NA,NA,"","CASH TRANSFER","","","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,NA,"","","",100,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","North of Sahara","","OECD CRS","English",NA,NA,NA,51010,"General budget support",NA,NA,NA,NA,NA,"VI.1. General Budget Support",510,NA,1,110,"",NA,"",NA,"","","","","",51010,"General budget support",""
"17",7096548,1985,"","","","United States","US","USA","","","859192","AID","Bilateral",1,"Israel","IL","ISR","","",NA,"","","","",1.95e+09,"USD",1.95e+09,3471320000,NA,"USD",NA,NA,NA,"",NA,NA,"","CASH TRANSFER","","","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,NA,"","","",1950,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","Middle East","","OECD CRS","English",NA,NA,NA,51010,"General budget support",NA,NA,NA,NA,NA,"VI.1. General Budget Support",510,NA,1,110,"",NA,"",NA,"","","","","",51010,"General budget support",""
"18",7096579,1985,"","","","United States","US","USA","","","859193","AID","Bilateral",1,"Egypt","EG","EGY","","",NA,"","","","",2.5e+08,"USD",2.5e+08,445041000,NA,"USD",NA,NA,NA,"",NA,NA,"","CASH TRANSFER","","","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,NA,"","","",250,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","North of Sahara","","OECD CRS","English",NA,NA,NA,51010,"General budget support",NA,NA,NA,NA,NA,"VI.1. General Budget Support",510,NA,1,110,"",NA,"",NA,"","","","","",51010,"General budget support",""
"19",7096486,1985,"","","","United States","US","USA","","","859190","AID","Bilateral",1,"Turkey","TR","TUR","","",NA,"","","","",9e+07,"USD",9e+07,160215000,NA,"USD",NA,NA,NA,"",NA,NA,"","CASH TRANSFER","","","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,NA,"","","",90,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","Europe","","OECD CRS","English",NA,NA,NA,51010,"General budget support",NA,NA,NA,NA,NA,"VI.1. General Budget Support",510,NA,1,110,"",NA,"",NA,"","","","","",51010,"General budget support",""
"20",7298908,1986,"","","","United States","US","USA","","","869074","AID","Bilateral",1,"Israel","IL","ISR","","",NA,"","","","",1898400000,"USD",1898400000,3306380000,NA,"USD",NA,NA,NA,"",NA,NA,"","CASH TRANSFERS","","","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,NA,"","","",1898.4,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","Middle East","","OECD CRS","English",NA,NA,NA,51010,"General budget support",NA,NA,NA,NA,NA,"VI.1. General Budget Support",510,NA,1,110,"",NA,"",NA,"","","","","",51010,"General budget support",""
"21",7298939,1986,"","","","United States","US","USA","","","869078","AID","Bilateral",1,"Egypt","EG","EGY","","",NA,"","","","",360055000,"USD",360055000,627095000,NA,"USD",NA,NA,NA,"",NA,NA,"","CASH TRANSFERS","","","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,NA,"","","",360.055,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","North of Sahara","","OECD CRS","English",NA,NA,NA,51010,"General budget support",NA,NA,NA,NA,NA,"VI.1. General Budget Support",510,NA,1,110,"",NA,"",NA,"","","","","",51010,"General budget support",""
"22",7298845,1986,"","","","United States","US","USA","","","869072","AID","Bilateral",1,"Turkey","TR","TUR","","",NA,"","","","",119625000,"USD",119625000,208347000,NA,"USD",NA,NA,NA,"",NA,NA,"","CASH TRANSFER","","","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,NA,"","","",119.625,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","Europe","","OECD CRS","English",NA,NA,NA,51010,"General budget support",NA,NA,NA,NA,NA,"VI.1. General Budget Support",510,NA,1,110,"",NA,"",NA,"","","","","",51010,"General budget support",""
"23",7492637,1987,"","","","United States","US","USA","","","871096","AID","Bilateral",1,"Belize","BZ","BLZ","","",NA,"","","","",5e+05,"USD",5e+05,846267,NA,"USD",NA,NA,NA,"",NA,NA,"","CASH TRANSFER","","","","","","ODA Loans","ODA Loans",NA,NA,"","","",NA,NA,"","","",0.5,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","North & Central America","","OECD CRS","English",NA,NA,NA,99810,"Sectors not specified",NA,NA,NA,NA,NA,"XII. Unallocated / Unspecified",998,NA,1,410,"",NA,"",NA,"","","","","",99810,"Sectors not specified",""
"24",7686039,1988,"","","","United States","US","USA","","","889335","AID","Bilateral",1,"Jordan","JO","JOR","","",NA,"","","","",7e+06,"USD",7e+06,11454300,NA,"USD",NA,NA,NA,"",NA,NA,"","CASH TRANSFER","","","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,NA,"","","",7,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","Middle East","","OECD CRS","English",NA,NA,NA,51010,"General budget support",NA,NA,NA,NA,NA,"VI.1. General Budget Support",510,NA,1,110,"",NA,"",NA,"","","","","",51010,"General budget support",""
"25",7686070,1988,"","","","United States","US","USA","","","889336","AID","Bilateral",1,"Israel","IL","ISR","","",NA,"","","","",1.2e+09,"USD",1.2e+09,1963590000,NA,"USD",NA,NA,NA,"",NA,NA,"","CASH TRANSFER","","","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,NA,"","","",1200,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","Middle East","","OECD CRS","English",NA,NA,NA,51010,"General budget support",NA,NA,NA,NA,NA,"VI.1. General Budget Support",510,NA,1,110,"",NA,"",NA,"","","","","",51010,"General budget support",""
"26",7685977,1988,"","","","United States","US","USA","","","889331","AID","Bilateral",1,"Turkey","TR","TUR","","",NA,"","","","",3.2e+07,"USD",3.2e+07,52362500,NA,"USD",NA,NA,NA,"",NA,NA,"","CASH TRANSFER","","","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,NA,"","","",32,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","Europe","","OECD CRS","English",NA,NA,NA,51010,"General budget support",NA,NA,NA,NA,NA,"VI.1. General Budget Support",510,NA,1,110,"",NA,"",NA,"","","","","",51010,"General budget support",""
"27",8184354,1990,"","","","United States","US","USA","","","909246","AID","Bilateral",1,"Turkey","TR","TUR","","",NA,"","","","",14263000,"USD",14263000,21654100,NA,"USD",NA,NA,NA,"",NA,NA,"","CASH TRANSFER","","","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,NA,"","","",14.263,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","Europe","","OECD CRS","English",NA,NA,NA,51010,"General budget support",NA,NA,NA,NA,NA,"VI.1. General Budget Support",510,NA,1,110,"",NA,"",NA,"","","","","",51010,"General budget support",""
"28",8200112,1990,"","","","United States","US","USA","","","909740","AID","Bilateral",1,"Egypt","EG","EGY","","",NA,"","","","",2.78e+08,"USD",2.78e+08,422060000,NA,"USD",NA,NA,NA,"",NA,NA,"","CASH TRANSFER","","","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,NA,"","","",278,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","North of Sahara","","OECD CRS","English",NA,NA,NA,51010,"General budget support",NA,NA,NA,NA,NA,"VI.1. General Budget Support",510,NA,1,110,"",NA,"",NA,"","","","","",51010,"General budget support",""
"29",8462483,1991,"","","","United States","US","USA","","","919204","AID","Bilateral",1,"Turkey","TR","TUR","","",NA,"","","","",2.5e+08,"USD",2.5e+08,366556000,NA,"USD",NA,NA,NA,"",NA,NA,"","CASH TRANSFER","","","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,NA,"","","",250,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","Europe","","OECD CRS","English",NA,NA,NA,51010,"General budget support",NA,NA,NA,NA,NA,"VI.1. General Budget Support",510,NA,1,110,"",NA,"",NA,"","","","","",51010,"General budget support",""
"30",8825127,1992,"","","","United States","US","USA","","","920896","AID","Bilateral",1,"Turkey","TR","TUR","","",NA,"","","","",1e+06,"USD",1e+06,1432270,NA,"USD",NA,NA,NA,"",NA,NA,"","CASH TRANSFER SUPPLEMENTAL TO FY91","","","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,NA,"","","",NA,NA,1,NA,NA,NA,"",NA,NA,NA,NA,NA,"","Europe","","OECD CRS","English",NA,NA,NA,99810,"Sectors not specified",NA,NA,NA,NA,NA,"XII. Unallocated / Unspecified",998,NA,1,110,"",NA,"",NA,"","","","","",99810,"Sectors not specified",""
"31",8806207,1992,"","","","United States","US","USA","","","920279","AID","Bilateral",1,"Israel","IL","ISR","","",NA,"","","","",1.2e+09,"USD",1.2e+09,1718720000,NA,"USD",NA,NA,NA,"",NA,NA,"","ISRAELI CASH TRANSFER","","","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,NA,"","","",NA,NA,1200,NA,NA,NA,"",NA,NA,NA,NA,NA,"","Middle East","","OECD CRS","English",NA,NA,NA,51010,"General budget support",NA,NA,NA,NA,NA,"VI.1. General Budget Support",510,NA,1,110,"",NA,"",NA,"","","","","",51010,"General budget support",""
"32",9133535,1993,"","","","United States","US","USA","","","930155","AID","Bilateral",1,"Turkey","TR","TUR","","",NA,"","","","",1.25e+08,"USD",1.25e+08,175163000,NA,"USD",NA,NA,NA,"",NA,NA,"","CASH TRANSFER FY93 APPROPRIATED","","","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,NA,"","","",NA,NA,125,NA,NA,NA,"",NA,NA,NA,NA,NA,"","Europe","","OECD CRS","English",NA,NA,NA,24010,"Financial policy & admin. management",NA,NA,NA,NA,NA,"II.4. Banking & Financial Services",240,NA,1,110,"",NA,"",NA,"","","","","",24010,"Financial policy & admin. management",""
"33",9141548,1993,"","","","United States","US","USA","","","930413","AID","Bilateral",1,"Israel","IL","ISR","","",NA,"","","","",1.2e+09,"USD",1.2e+09,1681570000,NA,"USD",NA,NA,NA,"",NA,NA,"","ISRAELI CASH TRANSFER FY 93","","","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,NA,"","","",NA,NA,1200,NA,NA,NA,"",NA,NA,NA,NA,NA,"","Middle East","","OECD CRS","English",NA,NA,NA,51010,"General budget support",NA,NA,NA,NA,NA,"VI.1. General Budget Support",510,NA,1,110,"",NA,"",NA,"","","","","",51010,"General budget support",""
"34",9133503,1993,"","","","United States","US","USA","","","930154","AID","Bilateral",1,"Turkey","TR","TUR","","",NA,"","","","",7.5e+07,"USD",7.5e+07,105098000,NA,"USD",NA,NA,NA,"",NA,NA,"","CASH TRANSFER FY92 CARRYOVER","","","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,NA,"","","",NA,NA,75,NA,NA,NA,"",NA,NA,NA,NA,NA,"","Europe","","OECD CRS","English",NA,NA,NA,24010,"Financial policy & admin. management",NA,NA,NA,NA,NA,"II.4. Banking & Financial Services",240,NA,1,110,"",NA,"",NA,"","","","","",24010,"Financial policy & admin. management",""
"35",9145774,1993,"","","","United States","US","USA","","","930572","AID","Bilateral",1,"Egypt","EG","EGY","","",NA,"","","","",2e+08,"USD",2e+08,280261000,NA,"USD",NA,NA,NA,"",NA,NA,"","CASH TRANSFER","","","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,NA,"","","",NA,NA,200,NA,NA,NA,"",NA,NA,NA,NA,NA,"","North of Sahara","","OECD CRS","English",NA,NA,NA,51010,"General budget support",NA,NA,NA,NA,NA,"VI.1. General Budget Support",510,NA,1,110,"",NA,"",NA,"","","","","",51010,"General budget support",""
"36",9644875,1994,"","","","United States","US","USA","","","940857","AID","Bilateral",1,"Israel","IL","ISR","","",NA,"","","","",1.2e+09,"USD",1.2e+09,1646870000,NA,"USD",NA,NA,NA,"",NA,NA,"271K634  ISRAELI CASH TRANSFER FY 94","POLITICAL  / SECURITY ASSISTANCE:CASH TRANSFER","","","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,NA,"","","",NA,NA,1200,NA,NA,NA,"",NA,NA,NA,NA,NA,"","Middle East","","OECD CRS","English",NA,NA,NA,51010,"General budget support",NA,NA,NA,NA,NA,"VI.1. General Budget Support",510,NA,1,110,"",NA,"",NA,"","","","","",51010,"General budget support",""
"37",9670907,1994,"","","","United States","US","USA","","","941977","AID","Bilateral",1,"Guatemala","GT","GTM","","",NA,"","","","",4e+06,"USD",4e+06,5489550,NA,"USD",NA,NA,NA,"",NA,NA,"520K605  CASH TRANSFER PROGRAM","ENERGY MGT, PLANNING, POLICY &amp; PROD.","","","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,NA,"","","",NA,NA,4,NA,NA,NA,"",NA,NA,NA,NA,NA,"","North & Central America","","OECD CRS","English",NA,NA,NA,23010,"Energy policy and admin. management",NA,NA,NA,NA,NA,"II.3. Energy",230,NA,1,110,"",NA,"",NA,"","","","","",23010,"Energy policy and admin. management",""
"38",9670940,1994,"","","","United States","US","USA","","","941978","AID","Bilateral",1,"Guatemala","GT","GTM","","",NA,"","","","",6e+06,"USD",6e+06,8234330,NA,"USD",NA,NA,NA,"",NA,NA,"520K605  CASH TRANSFER PROGRAM","POLICY REFORM, NONSECTORAL","","","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,NA,"","","",NA,NA,6,NA,NA,NA,"",NA,NA,NA,NA,NA,"","North & Central America","","OECD CRS","English",NA,NA,NA,15110,"Economic and development policy/planning",NA,NA,NA,NA,NA,"I.5.a. Government & Civil Society-general",151,NA,1,110,"",NA,"",15110,"Economic and development policy/planning","15110.01","Economic and development policy/planning, activity unspecified or does not fit elsewhere in group","f","f",15110,"Economic and development policy/planning","f"
"39",9644875,1994,"","","","United States","US","USA","","","940857","AID","Bilateral",1,"Israel","IL","ISR","","",NA,"","","","",1.2e+09,"USD",1.2e+09,1646870000,NA,"USD",NA,NA,NA,"",NA,NA,"271K634  ISRAELI CASH TRANSFER FY 94","POLITICAL  / SECURITY ASSISTANCE:CASH TRANSFER","","","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,NA,"","","",NA,NA,1200,NA,NA,NA,"",NA,NA,NA,NA,NA,"","Middle East","","OECD CRS","English",NA,NA,NA,51010,"General budget support",NA,NA,NA,NA,NA,"VI.1. General Budget Support",510,NA,1,110,"",NA,"",NA,"","","","","",51010,"General budget support",""
"40",13954518,1996,"","","","United States","US","USA","","277-K622","961145","AID","Bilateral",1,"Turkey","TR","TUR","","",NA,"","","","",33494000,"USD",33494000,44187300,NA,"USD",NA,NA,NA,"",NA,NA,"CASH TRANSFER","CASH TRANSFER","","","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,100,"","","",33.494,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","Europe","","OECD CRS","English",NA,NA,NA,51010,"General budget support",NA,NA,NA,NA,NA,"VI.1. General Budget Support",510,NA,1,110,"",NA,"",NA,"","","","","",51010,"General budget support",""
"41",13954518,1996,"","","","United States","US","USA","","277-K622","961145","AID","Bilateral",1,"Turkey","TR","TUR","","",NA,"","","","",33494000,"USD",33494000,44187300,NA,"USD",NA,NA,NA,"",NA,NA,"CASH TRANSFER","CASH TRANSFER","","","","","","ODA Grants","ODA Grants",NA,NA,"","","",NA,100,"","","",33.494,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"","Europe","","OECD CRS","English",NA,NA,NA,51010,"General budget support",NA,NA,NA,NA,NA,"VI.1. General Budget Support",510,NA,1,110,"",NA,"",NA,"","","","","",51010,"General budget support",""
